gnz-id,name,club,level,division,competition,round-type,day,v-total,v-d,v-rank,ub-total,ub-d,ub-rank,bb-total,bb-d,bb-rank,fx-total,fx-d,fx-rank,aa-score,aa-rank,date-created
201094,Eva McEwan,Harbour City,5,OVER,Wellington Champs 2022,AA,1,12.500,5.0,18E  ,12.033,5.0,15E  ,0.000,0.0,23  ,11.300,5.0,20  ,35.833,22  ,10-11 April 2022
261076,Rosa McCutcheon,Harbour City,5,OVER,Wellington Champs 2022,AA,1,0.000,0.0,23  ,12.666,5.0,5E  ,8.000,2.7,22  ,11.966,5.0,13  ,32.632,23  ,10-11 April 2022
275613,Jessica Woodside,Twisters,6,UNDER,Wellington Champs 2022,AA,1,14.300,5.0,1  ,13.100,5.0,2  ,11.633,4.7,4  ,14.266,5.0,1  ,53.299,1  ,10-11 April 2022
206227,Zara Fitzsimons,Hutt Valley,6,UNDER,Wellington Champs 2022,AA,1,14.100,5.0,2  ,13.333,5.0,1  ,12.766,4.7,2  ,13.033,5.0,2  ,53.232,2  ,10-11 April 2022
245355,Hazel Passmore,Hutt Valley,6,UNDER,Wellington Champs 2022,AA,1,12.900,5.0,3  ,12.400,5.0,3  ,13.366,5.0,1  ,12.900,5.0,3  ,51.566,3  ,10-11 April 2022
584502,Ruby Duncan,Manawatu,6,UNDER,Wellington Champs 2022,AA,1,12.850,5.0,4  ,0.000,0.0,4  ,12.300,4.5,3  ,12.233,5.0,4  ,37.383,4  ,10-11 April 2022
259656,Ana Nellas,Twisters,6,OVER,Wellington Champs 2022,AA,1,13.800,5.0,1  ,11.200,3.5,2  ,12.266,4.7,2  ,13.433,5.0,1  ,50.699,1  ,10-11 April 2022
212743,Bree Lamont,Rimutaka,6,OVER,Wellington Champs 2022,AA,1,13.450,5.0,4  ,10.566,5.0,3  ,12.566,4.7,1  ,12.800,5.0,4  ,49.382,2  ,10-11 April 2022
229292,Leah Maud,Rimutaka,6,OVER,Wellington Champs 2022,AA,1,13.700,5.0,3  ,10.100,5.0,4  ,12.200,4.7,3  ,13.100,5.0,3  ,49.100,3  ,10-11 April 2022
153810,Rilee Brown,Kapiti,6,OVER,Wellington Champs 2022,AA,1,13.750,5.0,2  ,12.266,5.0,1  ,10.600,4.2,5  ,12.300,5.0,5  ,48.916,4  ,10-11 April 2022
188629,Faith Burrell,Rimutaka,6,OVER,Wellington Champs 2022,AA,1,13.000,5.0,5  ,9.966,4.5,5  ,11.733,4.7,4  ,13.166,5.0,2  ,47.865,5  ,10-11 April 2022
245523,Maia McLaughlan,Hutt Valley,7,UNDER,Wellington Champs 2022,AA,1,10.550,1.6,5  ,11.866,3.4,1  ,11.800,4.0,1  ,11.833,4.4,2  ,46.049,1  ,10-11 April 2022
262724,Briallen Aberhart,Hutt Valley,7,UNDER,Wellington Champs 2022,AA,1,11.150,2.4,2  ,10.000,2.1,5  ,11.750,3.8,2  ,10.800,3.3,5  ,43.700,2  ,10-11 April 2022
278730,Te Ana Waiariki,Hutt Valley,7,UNDER,Wellington Champs 2022,AA,1,10.950,2.4,3  ,10.500,3.4,4  ,10.900,3.3,4  ,11.300,4.2,4  ,43.650,3  ,10-11 April 2022
212830,Leah Austin,Hutt Valley,7,UNDER,Wellington Champs 2022,AA,1,10.400,2.4,6  ,9.866,3.1,6  ,11.700,3.6,3  ,11.566,4.2,3  ,43.532,4  ,10-11 April 2022
240902,Elizabeth Longhurst,Hutt Valley,7,UNDER,Wellington Champs 2022,AA,1,10.750,1.6,4  ,10.633,3.3,2E  ,9.650,3.3,5  ,11.866,3.8,1  ,42.899,5  ,10-11 April 2022
188490,Makenzie Reddaway,Hutt Valley,7,UNDER,Wellington Champs 2022,AA,1,11.200,2.4,1  ,10.633,2.4,2E  ,9.350,2.7,6  ,10.566,3.3,6  ,41.749,6  ,10-11 April 2022
641778,Lauren Carr,Hutt Valley,7,OVER,Wellington Champs 2022,AA,1,11.600,3.2,1  ,10.966,3.7,1  ,12.200,4.1,1  ,12.600,4.3,1  ,47.366,1  ,10-11 April 2022
220976,Anna Elliott,Onslow,7,OVER,Wellington Champs 2022,AA,1,11.200,2.4,2  ,9.566,1.5,9  ,11.900,3.7,2  ,12.133,3.9,3  ,44.799,2  ,10-11 April 2022
180094,Sophia Paviour-Smith,Capital,7,OVER,Wellington Champs 2022,AA,1,10.700,1.6,7  ,10.166,2.4,5  ,11.650,4.1,4  ,12.233,4.0,2  ,44.749,3  ,10-11 April 2022
267437,Allegra Ruruku-Hunt,Kapiti,7,OVER,Wellington Champs 2022,AA,1,10.200,2.0,14  ,10.933,3.1,2  ,11.200,4.1,6  ,11.700,3.7,4  ,44.033,4  ,10-11 April 2022
616085,Zahara Slatter,Manawatu,7,OVER,Wellington Champs 2022,AA,1,10.500,1.6,10E  ,10.866,2.8,3  ,11.150,3.1,7  ,11.433,3.8,6  ,43.949,5  ,10-11 April 2022
208819,Charlie Simmons,Hutt Valley,7,OVER,Wellington Champs 2022,AA,1,10.400,1.6,13  ,10.533,2.7,4  ,10.800,3.1,8  ,11.366,4.1,9  ,43.099,6  ,10-11 April 2022
220967,Natasha Stewart,Onslow,7,OVER,Wellington Champs 2022,AA,1,10.950,2.6,4  ,8.800,2.1,12  ,11.550,3.7,5  ,11.633,3.9,5  ,42.933,7  ,10-11 April 2022
267024,Susannah Charlier,Hutt Valley,7,OVER,Wellington Champs 2022,AA,1,11.100,2.4,3  ,9.366,2.1,11  ,11.750,3.7,3  ,10.600,3.8,12  ,42.816,8  ,10-11 April 2022
117504,Lara Cooper,Hutt Valley,7,OVER,Wellington Champs 2022,AA,1,10.650,1.6,8E  ,9.766,2.0,6E  ,10.250,3.2,10  ,11.400,3.3,7E  ,42.066,9  ,10-11 April 2022
148720,Riana Moffatt,Kapiti,7,OVER,Wellington Champs 2022,AA,1,10.750,2.4,6  ,9.633,2.1,8  ,10.150,3.4,12  ,11.400,3.0,7E  ,41.933,10  ,10-11 April 2022
182720,Ariria Blackburn,Manawatu,7,OVER,Wellington Champs 2022,AA,1,9.950,1.6,15  ,9.466,2.1,10  ,10.750,2.8,9  ,10.866,3.6,11  ,41.032,11  ,10-11 April 2022
141980,Elise Kibblewhite,Harbour City,7,OVER,Wellington Champs 2022,AA,1,10.500,1.6,10E  ,9.766,3.0,6E  ,10.100,2.8,13  ,9.300,3.5,15  ,39.666,12  ,10-11 April 2022
193326,Rebecca Golding,Manawatu,7,OVER,Wellington Champs 2022,AA,1,10.850,2.4,5  ,8.266,1.5,14  ,10.200,2.8,11  ,10.166,3.3,14  ,39.482,13  ,10-11 April 2022
168329,Michaela McPhee,Harbour City,7,OVER,Wellington Champs 2022,AA,1,10.650,1.6,8E  ,8.566,1.4,13  ,9.100,3.3,14  ,10.400,3.6,13  ,38.716,14  ,10-11 April 2022
226317,Taylor Whiting,Hutt Valley,7,OVER,Wellington Champs 2022,AA,1,10.450,2.4,12  ,7.666,2.1,15  ,0.000,0.0,15  ,11.066,3.1,10  ,29.182,15  ,10-11 April 2022
215898,Sophie Jones,Twisters,8,UNDER,Wellington Champs 2022,AA,1,10.350,1.6,2  ,7.300,1.6,1  ,10.550,3.5,1  ,10.400,3.5,2  ,38.600,1  ,10-11 April 2022
159461,Hayley Pye,Hutt Valley,8,UNDER,Wellington Champs 2022,AA,1,11.100,2.4,1  ,0.000,0.0,2  ,0.000,0.0,2  ,11.900,3.4,1  ,23.000,2  ,10-11 April 2022
198658,Giselle Kenworthy,Twisters,8,OVER,Wellington Champs 2022,AA,1,12.100,3.4,1  ,10.300,2.3,1  ,10.450,3.7,2  ,11.950,3.9,1  ,44.800,1  ,10-11 April 2022
227968,Kaitlyn Russell,Twisters,8,OVER,Wellington Champs 2022,AA,1,11.950,3.4,2  ,8.550,1.7,2  ,10.800,3.0,1  ,10.150,3.2,2  ,41.450,2  ,10-11 April 2022
173931,Lucy Roberts,Capital,9,NONE,Wellington Champs 2022,AA,1,12.600,3.4,1  ,10.500,2.7,1  ,10.600,3.4,3  ,11.900,3.6,2  ,45.600,1  ,10-11 April 2022
102365,Ingrid Sims,Rimutaka,9,NONE,Wellington Champs 2022,AA,1,12.200,3.4,2  ,8.250,3.8,2  ,11.000,3.8,2  ,11.300,4.0,3  ,42.750,2  ,10-11 April 2022
141749,Jessica Lee-Joe,Capital,9,NONE,Wellington Champs 2022,AA,1,10.050,2.0,3  ,6.050,2.4,3  ,11.750,3.4,1  ,12.000,3.8,1  ,39.850,3  ,10-11 April 2022
174969,Olive Young,Hutt Valley,10,NONE,Wellington Champs 2022,AA,1,11.850,3.4,1  ,7.800,2.6,1  ,0.000,0.0,1  ,0.000,0.0,1  ,19.650,1  ,10-11 April 2022
